Name,Type,Breed,Color,Sex,Size,Date Of Birth,,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
STELLA,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,06/03/2006,4568,K14-010283,CS05,A264021,08/14/2014,08/27/2014,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
SIR FRISKY,CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,SMALL,06/13/2006,4558,K16-021852,CA02,A346008,12/10/2016,02/08/2017,60,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
BOO,CAT,DOMESTIC MH,BLACK,Spayed,SMALL,06/13/2006,4558,K14-009306,CS05,A307982,06/13/2014,11/18/2014,158,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95446,"95446(38.510032, -122.996796)",1
AVA GARDNER,CAT,SIAMESE,SEAL PT,Spayed,SMALL,06/20/2006,4551,K14-009399,CS04,A308149,06/20/2014,06/25/2014,5,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1
FIGUERO,CAT,DOMESTIC LH/MAINE COON,GRAY/WHITE,Neutered,LARGE,07/10/2006,4531,K14-009738,CS05,A308917,07/10/2014,08/09/2014,30,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95458,"95458(39.074472, -122.78264)",1
SCARLETT,CAT,DOMESTIC LH,ORANGE,Spayed,SMALL,07/14/2006,4527,K16-019805,CS05,A339598,07/14/2016,08/19/2016,36,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94947,"94947(38.098743, -122.592459)",1
*DAVE,CAT,DOMESTIC LH,BLACK/WHITE,Neutered,SMALL,07/14/2006,4527,K16-019477,WESTFARM,A339049,06/28/2016,09/16/2016,80,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,07/21/2006,4520,K16-019777,CA02,A339536,07/13/2016,07/30/2016,17,STRAY,VET_HOSP,ADOPTION,FINDER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
JASMINE,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,08/09/2006,4501,K16-020062,CS05,A340289,08/01/2016,08/27/2016,26,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
SOLOMON,CAT,HIMALAYAN,FLAME PT,Neutered,SMALL,08/25/2006,4485,K14-007863,LOBBY,A303224,02/25/2014,03/11/2014,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,OUT OF COUNTY,95463,"95463(39.126839, -123.553207)",1
*NORTON,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,MED,09/09/2006,4470,K15-015649,49ERPET,A200193,08/27/2015,11/22/2015,87,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
OLIVER,CAT,DOMESTIC LH,BLACK/WHITE,Neutered,SMALL,10/01/2006,4448,K15-016222,CS05,A327908,10/01/2015,10/17/2015,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95409,"95409(38.458965, -122.630156)",1
*ZENA,CAT,DOMESTIC LH,GRAY/WHITE,Spayed,SMALL,10/29/2006,4420,K14-011539,CS05,A313217,10/29/2014,12/09/2014,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
GINGER,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,12/02/2006,4386,K15-016993,WESTFARM,A329977,12/02/2015,12/17/2015,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,UNKNOWN,94931,"94931(38.325442, -122.71081)",1
LACEY,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,12/27/2006,4361,K13-007161,WESTFARM,A031376,12/26/2013,01/16/2014,21,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94579,"94579(37.688234, -122.15302)",1
MOPAR,CAT,DOMESTIC MH,BLACK/WHITE,Neutered,SMALL,01/04/2007,4353,K15-017204,CS04,A331284,12/22/2015,02/27/2016,67,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
SARA,CAT,DOMESTIC LH,BRN TABBY,Spayed,SMALL,01/07/2007,4350,K15-012344,CA03,A315551,01/07/2015,01/31/2015,24,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*GEORGE,CAT,DOMESTIC SH,LYNX PT,Neutered,SMALL,01/10/2007,4347,K17-022165,CA02,A347016,01/10/2017,02/03/2017,24,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
LITTLE BLACK CAT,CAT,DOMESTIC SH,BLACK/BLACK,Neutered,SMALL,01/13/2007,4344,K17-022219,CI01,A347131,01/13/2017,02/07/2017,25,STRAY,FIELD,ADOPTION,FINDER,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*ROCKY,CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,SMALL,01/19/2007,4338,K17-022207,CA02,A347070,01/12/2017,03/10/2017,57,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*WILLEM,CAT,SIAMESE,BLUE PT,Neutered,SMALL,02/04/2007,4322,K15-012677,CS05,A316444,02/03/2015,02/21/2015,18,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
MILO,CAT,SIAMESE,SEAL PT,Neutered,SMALL,02/26/2007,4300,K17-023794,CA02,A211385,06/06/2017,06/20/2017,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
MELTEMI,CAT,DOMESTIC LH,WHITE/BLACK,Neutered,SMALL,03/10/2007,4288,K17-022646,CA02,A348992,02/28/2017,03/18/2017,18,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,OUT OF COUNTY,94123,"94123(37.800677, -122.436863)",1
NALA,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,03/27/2007,4271,K13-005202,LOBBY,A296108,08/24/2013,03/01/2014,189,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
SUSIE,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,03/30/2007,4268,K16-021324,CA02,A209845,10/26/2016,11/08/2016,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*HEALDSBURG,OUT OF COUNTY,95519,"95519(40.947237, -124.073351)",1
*MICKEY,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,04/28/2007,4239,K15-013717,CS04,A321122,04/28/2015,05/22/2015,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
GRAY CAT,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,06/10/2007,4196,K15-012875,CS04,A216077,02/21/2015,02/28/2015,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*JOHNNY,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,06/20/2007,4186,K17-023736,CA02,A353473,06/01/2017,07/14/2017,43,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
IVY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,07/06/2007,4170,K15-012777,CS05,A250978,02/14/2015,03/28/2015,42,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
ROW,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,07/22/2007,4154,K14-011308,CS04,A201894,10/17/2014,11/01/2014,15,CONFISCATE,FLD_EVICT,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
MR. CUDDLES,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,LARGE,07/31/2007,4145,K15-015200,CS05,A324817,07/31/2015,10/23/2015,84,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
ZIGGY,CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,08/28/2007,4117,K13-005041,WESTFARM,A295782,08/17/2013,01/07/2014,143,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
*SMUDGE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,MED,08/30/2007,4115,K14-010555,CS04,A310929,08/30/2014,10/11/2014,42,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95452,"95452(38.416879, -122.549913)",1
GHANDI,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,10/07/2007,4077,K15-016297,CS04,A328044,10/07/2015,10/27/2015,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.510032, -122.996796)",1
SWEETIE,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,10/14/2007,4070,K15-016384,49ERPET,A328291,10/14/2015,12/30/2015,77,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
RED,CAT,DOMESTIC LH,ORANGE/WHITE,Neutered,SMALL,10/14/2007,4070,K14-011222,CS04,A312675,10/11/2014,10/28/2014,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
SOCKS,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,11/14/2007,4039,K14-008844,CS04,A306661,05/14/2014,05/27/2014,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95442,"95442(38.371317, -122.520506)",1
MR. ROGERS,CAT,SIAMESE,LYNX PT,Neutered,MED,12/04/2007,4019,K15-016852,CS05,A329764,11/19/2015,12/08/2015,19,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95404,"95404(38.458384, -122.675588)",1
*CASH,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,12/08/2007,4015,K17-026590,CA02,A365353,12/07/2017,01/05/2018,29,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
BLACKIE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,LARGE,12/16/2007,4007,K16-021914,LOBBY,A346333,12/16/2016,01/31/2017,46,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*TOM RIDDLE,CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,12/24/2007,3999,K15-016980,CS05,A329966,12/02/2015,01/30/2016,59,STRAY,COMM CAT,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,OUT OF COUNTY,95616,"95616(38.555454, -121.7738)",1
ROSIE,CAT,DOMESTIC LH,BRN TABBY,Spayed,SMALL,12/27/2007,3996,K13-007165,CA02,A300955,12/27/2013,01/08/2014,12,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.510032, -122.996796)",1
CALLIE,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,01/01/2008,3991,K14-012245,CS04,A315355,12/30/2014,02/03/2015,35,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
LOONEY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,01/07/2008,3985,K16-017325,CS04,A331527,01/04/2016,01/09/2016,5,CONFISCATE,FLD_CORONR,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*LILAC,CAT,HIMALAYAN,LILAC PT,Spayed,SMALL,01/07/2008,3985,K14-007600,CS04,A300921,02/04/2014,02/04/2014,0,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*LILAC,CAT,HIMALAYAN,LILAC PT,Spayed,SMALL,01/07/2008,3985,K13-007146,WESTFARM,A300921,12/26/2013,01/26/2014,31,TRANSFER,VET_HOSP,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94114,"94114(37.758161, -122.436326)",1
KATY,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,01/07/2008,3985,K13-007210,WESTFARM,A301087,12/31/2013,02/10/2014,41,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.491884, -122.90672)",1
ANGEL,CAT,MANX,BRN TABBY,Spayed,LARGE,01/08/2008,3984,K16-017318,CS05,A331509,01/02/2016,01/19/2016,17,CONFISCATE,FLD_CORONR,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
CHEWY,CAT,DOMESTIC LH,ORG TABBY,Neutered,SMALL,01/18/2008,3974,K17-022275,CA02,A347261,01/18/2017,02/14/2017,27,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
CHEWY,CAT,DOMESTIC LH,ORG TABBY,Neutered,SMALL,01/18/2008,3974,K17-023191,CA02,A347261,04/19/2017,05/17/2017,28,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*WYATT,CAT,HIMALAYAN,SEAL PT,Neutered,SMALL,02/06/2008,3955,K18-027173,CA02,A367946,02/06/2018,03/09/2018,31,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*WYATT,CAT,HIMALAYAN,SEAL PT,Neutered,SMALL,02/06/2008,3955,K18-028103,CA02,A367946,05/02/2018,06/08/2018,37,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
MORRIS,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,02/14/2008,3947,K14-007722,SMM,A302699,02/14/2014,02/27/2014,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,AD NWSPAPR,HEALTHY,HEALTHY,COUNTY,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
SOPHIE,CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,02/25/2008,3936,K15-012870,LOBBY,A316986,02/21/2015,04/04/2015,42,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,COUNTY,95441,"95441(38.729916, -122.883041)",1
BITSEY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,03/07/2008,3925,K14-007986,CS04,A303681,03/07/2014,03/08/2014,1,TRANSFER,RESCUE_GRP,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
ZARA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,03/10/2008,3922,K14-008222,CS05,A230105,03/29/2014,09/16/2014,171,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
LOLA,CAT,DOMESTIC LH,BLACK,Spayed,SMALL,03/18/2008,3914,K16-017457,CS05,A209406,01/14/2016,06/15/2016,153,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
GIRLIE GIRL,CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,03/19/2008,3913,K16-018143,CS05,A334508,03/19/2016,06/18/2016,91,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
CAPT.MIDNITE,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,03/23/2008,3909,K16-018182,CS05,A334815,03/23/2016,04/16/2016,24,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95461,"95461(38.787437, -122.64395)",1
KONO,CAT,MANX,BRN TABBY/WHITE,Neutered,SMALL,03/25/2008,3907,K14-008160,WESTFARM,A029480,03/22/2014,04/19/2014,28,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
PATRA,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,03/28/2008,3904,K18-027680,CA02,A370493,03/28/2018,05/16/2018,49,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
PANCHO,CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,04/26/2008,3875,K18-028018,CI01,A371219,04/26/2018,05/12/2018,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,WINDSOR,COUNTY,95471,"95471(38.526497, -122.98045)",1
LIA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,SMALL,05/04/2008,3867,K17-023335,CA02,A352220,05/02/2017,06/20/2017,49,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95425,"95425(38.790859, -123.010876)",1
LUCY,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,05/31/2008,3840,K15-013602,LOBBY,A219041,04/16/2015,05/02/2015,16,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,OUT OF COUNTY,95461,"95461(38.787437, -122.64395)",1
MARCO,CAT,DOMESTIC SH,BLACK,Neutered,MED,06/02/2008,3838,K15-014265,CS04,A322609,06/02/2015,07/14/2015,42,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
MARCO,CAT,DOMESTIC SH,BLACK,Neutered,MED,06/02/2008,3838,K15-015811,CS04,A322609,09/04/2015,09/19/2015,15,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
MARCO,CAT,DOMESTIC SH,BLACK,Neutered,MED,06/02/2008,3838,K15-015079,CI01,A322609,07/24/2015,08/15/2015,22,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
*LUNA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,06/22/2008,3818,K15-012461,CA03,A278233,01/16/2015,01/20/2015,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409,"95409(38.458965, -122.630156)",1
XAO MAU,CAT,SIAMESE,SEAL PT,Spayed,SMALL,07/14/2008,3796,K16-017335,CS05,A324307,01/05/2016,01/19/2016,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*RUFUS,CAT,HIMALAYAN,SEAL PT,Neutered,SMALL,07/15/2008,3795,K15-014767,CS05,A323981,07/04/2015,07/18/2015,14,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
JULIE,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,07/26/2008,3784,K15-012766,CS04,A316734,02/13/2015,02/21/2015,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
KEETRA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,07/29/2008,3781,K14-010031,CS05,A309526,07/29/2014,08/29/2014,31,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
OCHO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,08/04/2008,3775,K17-022151,CA02,A222119,01/07/2017,02/02/2017,26,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*HANK,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,08/20/2008,3759,K14-009875,CS04,A309223,07/18/2014,10/10/2014,84,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
SASSY,CAT,SIAMESE/MIX,TORTIE PT/WHITE,Spayed,SMALL,08/21/2008,3758,K14-009121,CS05,A295413,06/04/2014,06/17/2014,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
EDDY,CAT,SIAMESE,LYNX PT,Neutered,SMALL,08/24/2008,3755,K17-023914,CA02,A280786,06/13/2017,07/06/2017,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,WINDSOR,COUNTY,95462,"95462(38.468829, -123.018829)",1
CALLI,CAT,DOMESTIC MH,CALICO,Spayed,SMALL,08/28/2008,3751,K18-029639,CA02,A375628,08/28/2018,09/19/2018,22,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,OUT OF COUNTY,95461,"95461(38.787437, -122.64395)",1
SNOWBALL,CAT,PERSIAN,WHITE/ORANGE,Spayed,SMALL,09/03/2008,3745,K15-015794,MAC,A326618,09/03/2015,09/19/2015,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
PEPPER,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,10/04/2008,3714,K15-015005,CS05,A282990,07/18/2015,12/02/2015,137,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94508,"94508(38.574483, -122.451366)",1
CHILLA,CAT,DOMESTIC SH,BLUE CREAM/TORTIE,Spayed,SMALL,10/16/2008,3702,K14-011292,CS05,A312789,10/16/2014,12/23/2014,68,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
BABY,CAT,DOMESTIC LH,WHITE,Spayed,SMALL,10/28/2008,3690,K16-018085,CS05,A240895,03/15/2016,05/26/2016,72,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94558,"94558(38.383156, -122.289164)",1
LILLY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,11/07/2008,3680,K13-006514,LOBBY,A299195,11/07/2013,02/14/2014,99,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*CINDY,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,11/13/2008,3674,K17-026252,CA02,A363983,11/11/2017,01/27/2018,77,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1
